Align_Xshift_Stain1,Align_Xshift_Stain2,Align_Yshift_Stain1,Align_Yshift_Stain2,AreaOccupied_AreaOccupied_ColocalizedRegion,AreaOccupied_AreaOccupied_Objects1,AreaOccupied_Perimeter_ColocalizedRegion,AreaOccupied_Perimeter_Objects1,AreaOccupied_TotalArea_ColocalizedRegion,AreaOccupied_TotalArea_Objects1,Channel_OrigStain1,Channel_OrigStain2,Classify_Colocalized_NumObjectsPerBin,Classify_Colocalized_PctObjectsPerBin,Classify_NotColocalized_NumObjectsPerBin,Classify_NotColocalized_PctObjectsPerBin,Correlation_Correlation_Stain1_Stain2,Correlation_Costes_Stain1_Stain2,Correlation_Costes_Stain2_Stain1,Correlation_K_Stain1_Stain2,Correlation_K_Stain2_Stain1,Correlation_Manders_Stain1_Stain2,Correlation_Manders_Stain2_Stain1,Correlation_Overlap_Stain1_Stain2,Correlation_RWC_Stain1_Stain2,Correlation_RWC_Stain2_Stain1,Correlation_Slope_Stain1_Stain2,Count_ColocalizedObjects,Count_ColocalizedRegion,Count_ExpandedObjects1,Count_ExpandedObjects2,Count_Objects1,Count_Objects2,Count_ShrunkenObjects1,Count_ShrunkenObjects2,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationCalculate,ExecutionTime_07CorrectIlluminationApply,ExecutionTime_08Align,ExecutionTime_09MeasureColocalization,ExecutionTime_10IdentifyPrimaryObjects,ExecutionTime_11IdentifyPrimaryObjects,ExecutionTime_12RelateObjects,ExecutionTime_13ExpandOrShrinkObjects,ExecutionTime_14ExpandOrShrinkObjects,ExecutionTime_15ExpandOrShrinkObjects,ExecutionTime_16ExpandOrShrinkObjects,ExecutionTime_17RelateObjects,ExecutionTime_18ClassifyObjects,ExecutionTime_19FilterObjects,ExecutionTime_20MaskObjects,ExecutionTime_21MeasureImageAreaOccupied,ExecutionTime_22CalculateMath,FileName_OrigStain1,FileName_OrigStain2,Frame_OrigStain1,Frame_OrigStain2,Group_Index,Group_Number,Height_OrigStain1,Height_OrigStain2,ImageNumber,ImageSet_ImageSet,MD5Digest_OrigStain1,MD5Digest_OrigStain2,Math_Stain1Colocalized,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationCalculate,ModuleError_07CorrectIlluminationApply,ModuleError_08Align,ModuleError_09MeasureColocalization,ModuleError_10IdentifyPrimaryObjects,ModuleError_11IdentifyPrimaryObjects,ModuleError_12RelateObjects,ModuleError_13ExpandOrShrinkObjects,ModuleError_14ExpandOrShrinkObjects,ModuleError_15ExpandOrShrinkObjects,ModuleError_16ExpandOrShrinkObjects,ModuleError_17RelateObjects,ModuleError_18ClassifyObjects,ModuleError_19FilterObjects,ModuleError_20MaskObjects,ModuleError_21MeasureImageAreaOccupied,ModuleError_22CalculateMath,PathName_OrigStain1,PathName_OrigStain2,Scaling_OrigStain1,Scaling_OrigStain2,Series_OrigStain1,Series_OrigStain2,Threshold_FinalThreshold_Objects1,Threshold_FinalThreshold_Objects2,Threshold_OrigThreshold_Objects1,Threshold_OrigThreshold_Objects2,Threshold_SumOfEntropies_Objects1,Threshold_SumOfEntropies_Objects2,Threshold_WeightedVariance_Objects1,Threshold_WeightedVariance_Objects2,URL_OrigStain1,URL_OrigStain2,Width_OrigStain1,Width_OrigStain2
0,-1,0,1,17997.0,30972.0,13501.0,21392.0,1447680.0,1447680.0,-1,-1,1183,72.8448275862,441,27.1551724138,0.464064166416,0.317581,0.490457,2.24626,0.441364,1.0,1.0,0.995699,0.758676896785,0.751213174194,2.22321,1183.0,1189.0,1624.0,2367.0,1624.0,2367.0,1624.0,2367.0,0,0,0.98,0,0.6,0.55,0.02,3.26,3.46,1.25,1.21,0.22,0.19,0.22,0.23,0.24,0.08,0.03,0.23,0.15,0.31,0,0_1_N_R.png,0_1_N_G.png,0,0,1,1,1040,1040,1,eLtNwGl1sxkta2iTY0YLG7KDzp1KQQdKhHYAVYTqiA==,86f8c404dbc339a128b05ca34f358c1b,7b98ca408212bb88dc33e9e0b346c8a4,0.581073227431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/ityonemo/ExampleColocalization/images,/home/ityonemo/ExampleColocalization/images,65535,65535,0,0,0.273441659167,0.675776297729,0.273441659167,0.675776297729,-10.917169715,-6.66752962656,0.00252052197681,0.00705409506915,file:/home/ityonemo/ExampleColocalization/images/0_1_N_R.png,file:/home/ityonemo/ExampleColocalization/images/0_1_N_G.png,1392,1392
0,-2,0,0,17870.0,31318.0,13272.0,21270.0,1447680.0,1447680.0,-1,-1,1147,72.9179910998,426,27.0820089002,0.465464329092,0.384815,0.498165,2.20337,0.449888,1.0,1.0,0.995625,0.764198327202,0.756793242451,2.22984,1147.0,1159.0,1573.0,2301.0,1573.0,2301.0,1573.0,2301.0,0,0,0.74,0,0.53,0.54,0.01,4.98,3.45,1.14,1.19,0.23,0.19,0.2,0.22,0.23,0.06,0.02,0.22,0.16,0.26,0,0_2_N_R.png,0_2_N_G.png,0,0,2,1,1040,1040,2,eLtNwGl1sxkta2gTsKOFDdlB506loAMlQjsAV2Hqig==,9e980a445007cf5e2298a385731dff2b,e0766381b667963867313964546ef3d7,0.57059837793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/ityonemo/ExampleColocalization/images,/home/ityonemo/ExampleColocalization/images,65535,65535,0,0,0.273441662472,0.664057375579,0.273441662472,0.664057375579,-11.4061139613,-6.79346372209,0.00249872681049,0.00742728948626,file:/home/ityonemo/ExampleColocalization/images/0_2_N_R.png,file:/home/ityonemo/ExampleColocalization/images/0_2_N_G.png,1392,1392
