Channel_OrigComet,Count_Comet,Count_CometHead,Count_CometTail,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05CorrectIlluminationCalculate,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_08MaskImage,ExecutionTime_09IdentifyPrimaryObjects,ExecutionTime_10MaskObjects,ExecutionTime_11MeasureObjectSizeShape,ExecutionTime_12MeasureTexture,ExecutionTime_13MeasureObjectIntensity,ExecutionTime_14OverlayOutlines,ExecutionTime_15SaveImages,FileName_OrigComet,Frame_OrigComet,Group_Index,Group_Number,Height_OrigComet,ImageNumber,ImageSet_ImageSet,MD5Digest_OrigComet,Metadata_FileLocation,Metadata_Frame,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05CorrectIlluminationCalculate,ModuleError_06CorrectIlluminationApply,ModuleError_07IdentifyPrimaryObjects,ModuleError_08MaskImage,ModuleError_09IdentifyPrimaryObjects,ModuleError_10MaskObjects,ModuleError_11MeasureObjectSizeShape,ModuleError_12MeasureTexture,ModuleError_13MeasureObjectIntensity,ModuleError_14OverlayOutlines,ModuleError_15SaveImages,PathName_OrigComet,Scaling_OrigComet,Series_OrigComet,Texture_AngularSecondMoment_CorrGray_10_00,Texture_AngularSecondMoment_CorrGray_10_01,Texture_AngularSecondMoment_CorrGray_10_02,Texture_AngularSecondMoment_CorrGray_10_03,Texture_Contrast_CorrGray_10_00,Texture_Contrast_CorrGray_10_01,Texture_Contrast_CorrGray_10_02,Texture_Contrast_CorrGray_10_03,Texture_Correlation_CorrGray_10_00,Texture_Correlation_CorrGray_10_01,Texture_Correlation_CorrGray_10_02,Texture_Correlation_CorrGray_10_03,Texture_DifferenceEntropy_CorrGray_10_00,Texture_DifferenceEntropy_CorrGray_10_01,Texture_DifferenceEntropy_CorrGray_10_02,Texture_DifferenceEntropy_CorrGray_10_03,Texture_DifferenceVariance_CorrGray_10_00,Texture_DifferenceVariance_CorrGray_10_01,Texture_DifferenceVariance_CorrGray_10_02,Texture_DifferenceVariance_CorrGray_10_03,Texture_Entropy_CorrGray_10_00,Texture_Entropy_CorrGray_10_01,Texture_Entropy_CorrGray_10_02,Texture_Entropy_CorrGray_10_03,Texture_InfoMeas1_CorrGray_10_00,Texture_InfoMeas1_CorrGray_10_01,Texture_InfoMeas1_CorrGray_10_02,Texture_InfoMeas1_CorrGray_10_03,Texture_InfoMeas2_CorrGray_10_00,Texture_InfoMeas2_CorrGray_10_01,Texture_InfoMeas2_CorrGray_10_02,Texture_InfoMeas2_CorrGray_10_03,Texture_InverseDifferenceMoment_CorrGray_10_00,Texture_InverseDifferenceMoment_CorrGray_10_01,Texture_InverseDifferenceMoment_CorrGray_10_02,Texture_InverseDifferenceMoment_CorrGray_10_03,Texture_SumAverage_CorrGray_10_00,Texture_SumAverage_CorrGray_10_01,Texture_SumAverage_CorrGray_10_02,Texture_SumAverage_CorrGray_10_03,Texture_SumEntropy_CorrGray_10_00,Texture_SumEntropy_CorrGray_10_01,Texture_SumEntropy_CorrGray_10_02,Texture_SumEntropy_CorrGray_10_03,Texture_SumVariance_CorrGray_10_00,Texture_SumVariance_CorrGray_10_01,Texture_SumVariance_CorrGray_10_02,Texture_SumVariance_CorrGray_10_03,Texture_Variance_CorrGray_10_00,Texture_Variance_CorrGray_10_01,Texture_Variance_CorrGray_10_02,Texture_Variance_CorrGray_10_03,Threshold_FinalThreshold_Comet,Threshold_FinalThreshold_CometHead,Threshold_OrigThreshold_Comet,Threshold_OrigThreshold_CometHead,Threshold_SumOfEntropies_Comet,Threshold_SumOfEntropies_CometHead,Threshold_WeightedVariance_Comet,Threshold_WeightedVariance_CometHead,URL_OrigComet,Width_OrigComet
-1,6.0,6.0,6.0,0,0,0.8,0,1.96,0.01,1.61,0.01,0.57,0.14,7.18,0.59,0.45,0.17,0.34,CometTails.tif,0,1,1,1040,1,eLtnErCIsxlNLNRMLECRkMTMnGK9ksw0cPKAOQjoW5BFmAkJxEAkJrB/gQxwgIFSlq+rHQD/dIYa,b8af6c9cc806f0faa74d748ed94abc3d,file:/home/ityonemo/ExampleCometAssay/images/CometTails.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/ityonemo/ExampleCometAssay/images,255,0,0.210124117973,0.20447186055,0.207163128241,0.204534778974,73.8315688847,140.687729508,98.4347199295,145.566767653,0.846948957666,0.710572585033,0.796145528448,0.700411657516,1.89689100631,2.03743837951,1.98695929952,2.03511230762,0.00159298514276,0.00152947082046,0.00155526058382,0.00152789564694,3.93851890798,4.0223439646,3.98746705337,4.018587055,-0.2528148626,-0.221685887211,-0.234907281277,-0.223025754596,0.824691026663,0.795719730332,0.808708488885,0.797069718795,0.727451833009,0.713246409342,0.718954527071,0.71294701109,5.5195112761,5.55229754675,5.52871282281,5.54849014331,2.95882207156,2.98887889871,2.97461438845,2.98647511156,890.965112779,831.491975889,867.300484994,826.211816559,241.199170416,243.044926349,241.433801231,242.944646053,0.049306448549,0.479465380366,0.049306448549,0.479465380366,-12.753778278,-9.42821142091,0.491814650265,0.552655145024,file:/home/ityonemo/ExampleCometAssay/images/CometTails.tif,1388
-1,6.0,4.0,6.0,0,0,0.41,0,3.63,0.0,1.5,0.0,0.59,0.14,7.24,0.53,0.43,0.18,0.18,NoTails.tif,0,2,1,1040,2,eLtnErCIsxlNLNRLLH75IYmZOcV6JZlp4LQBcw3QqyBbMFMRiIFISWDPAhng0AIlK19XOwBThoTf,43cf70b39a9a9394efa02e8e99e3032a,file:/home/ityonemo/ExampleCometAssay/images/NoTails.tif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/home/ityonemo/ExampleCometAssay/images,255,0,0.933504018905,0.929474056448,0.933873100876,0.930764666004,75.71713255,121.843124974,81.7658606362,106.208260177,0.747715629846,0.597236609362,0.727812647916,0.64891905785,0.419483343267,0.453962718944,0.418347376377,0.442414359746,0.00363297527747,0.00361676335236,0.00363480521863,0.00362203325206,0.567225733943,0.585760314721,0.564851387149,0.57963277158,-0.257206520364,-0.194709473416,-0.250322538933,-0.213574734667,0.392632765878,0.344524929035,0.386314722866,0.359749309353,0.968269994883,0.966077325527,0.968521166109,0.966832697706,2.56286772915,2.57339256274,2.55609454128,2.57339044908,0.461256486514,0.485215879776,0.459523612049,0.477550782423,524.535134396,483.192624579,519.039871225,498.827487572,150.063066737,151.258937388,150.201432965,151.258936937,0.0341874654405,0.408203125,0.0341874654405,0.408203125,-13.2217327971,-10.8327335356,0.078997359135,1.09483178748,file:/home/ityonemo/ExampleCometAssay/images/NoTails.tif,1388
